Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime|Target|StartDate|EndDate|TotalTime
GS|KAN17|01|HHZ|37.044071|-97.764748|355.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2017-06-21T21:22:00|2599-12-31T23:59:59|GS.KAN17.01.HHZ.M|2017-06-21|2018-10-12|41222280.0
GS|KS20|00|HHZ|37.229729|-97.554321|372.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|471280992.0|1.0|M/S|100.0|2014-11-15T00:00:00|2015-09-23T14:45:00|GS.KS20.00.HHZ.M|2014-11-15|2015-09-24|27009900.0
GS|KS20|00|HHZ|37.229729|-97.554321|372.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|471280992.0|1.0|M/S|100.0|2015-09-23T14:45:00|2015-11-19T17:57:54|GS.KS20.00.HHZ.M|2015-09-23|2015-11-20|4936374.0
GS|KS20|00|HHZ|37.229729|-97.554321|372.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2015-11-19T18:00:00|2017-06-22T22:39:00|GS.KS20.00.HHZ.M|2015-11-19|2017-06-23|50215140.0
GS|KS20|00|HHZ|37.229729|-97.554321|372.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|271118016.0|1.0|M/S|200.0|2017-06-22T22:39:00|2599-12-31T23:59:59|GS.KS20.00.HHZ.M|2017-06-22|2018-10-12|41131260.0
GS|KS21|00|HHZ|37.286491|-97.663017|414.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|471280992.0|1.0|M/S|100.0|2014-11-14T00:00:00|2015-04-15T15:15:00|GS.KS21.00.HHZ.M|2014-11-14|2015-04-16|13187700.0
GS|KS21|00|HHZ|37.286491|-97.663017|414.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|471280992.0|1.0|M/S|100.0|2015-04-15T15:15:00|2015-09-23T18:00:00|GS.KS21.00.HHZ.M|2015-04-15|2015-09-24|13920300.0
GS|KS21|00|HHZ|37.286491|-97.663017|414.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|471280992.0|1.0|M/S|100.0|2015-09-23T18:00:00|2015-11-19T15:30:00|GS.KS21.00.HHZ.M|2015-09-23|2015-11-20|4915800.0
GS|KS21|00|HHZ|37.286491|-97.663017|414.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|274899008.0|1.0|M/S|200.0|2015-11-19T15:30:00|2016-12-15T23:40:00|GS.KS21.00.HHZ.M|2015-11-19|2016-12-16|33898200.0
GS|KS21|00|HHZ|37.286491|-97.663017|414.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|274899008.0|1.0|M/S|200.0|2016-12-15T23:40:00|2017-06-22T20:25:00|GS.KS21.00.HHZ.M|2016-12-15|2017-06-23|16317900.000000002
GS|KS21|00|HHZ|37.286491|-97.663017|414.0|0.0|0.0|-90.0|TRILLIUM COMPACT,VELOCITY-TRANSDUCER,NANOMETRICS|274899008.0|1.0|M/S|200.0|2017-06-22T20:25:00|2599-12-31T23:59:59|GS.KS21.00.HHZ.M|2017-06-22|2018-10-12|41139300.0
GS|LA01|00|HHZ|30.017307|-91.141487|8.3|0.0|0.0|-90.0|TRILLIUM-COMPACT=000596=Gen=RT-130=AE75|471366016.0|1.0|M/S|100.0|2012-07-13T00:00:00|2012-07-20T19:25:00|GS.LA01.00.HHZ.M|2012-07-13|2012-07-21|674700.0
GS|LA02|00|HHZ|30.016859000000004|-91.15493|0.3|0.0|0.0|-90.0|TRILLIUM-COMPACT=000521=Gen=RT-130=AE8E|471366016.0|1.0|M/S|100.0|2012-07-12T00:00:00|2012-07-20T18:55:00|GS.LA02.00.HHZ.M|2012-07-12|2012-07-21|759300.0
GS|LA03|00|HHZ|30.006962|-91.139694|12.0|0.0|0.0|-90.0|TRILLIUM-COMPACT=001104=Gen=RT-130=AE9C|471366016.0|1.0|M/S|100.0|2012-07-12T00:00:00|2012-07-20T19:50:00|GS.LA03.00.HHZ.M|2012-07-12|2012-07-21|762600.0
GS|LA04|00|HHZ|30.053652000000003|-91.129967|0.6|0.0|0.0|-90.0|TRILLIUM-COMPACT=000575=Gen=RT-130=936A|471366016.0|1.0|M/S|100.0|2012-07-14T00:00:00|2012-07-24T00:00:00|GS.LA04.00.HHZ.M|2012-07-14|2012-07-24|864000.0
GS|LA10|10|EHZ|30.009701|-91.141602|8.0|0.0|0.0|-90.0|HS-1-LT-MINI-3800=LA10S=Gen=RT-130=B669|1581849980.0|10.0|M/S|100.0|2012-12-14T00:00:00|2013-02-14T00:00:00|GS.LA10.10.EHZ.M|2012-12-14|2013-02-14|5356800.0
GS|LA10|11|EHZ|30.009701|-91.141602|-122.0|130.0|0.0|-90.0|HS-1-LT-MINI-3800=LA10BH=Gen=RT-130=B4C1|1570800000.0|20.0|M/S|250.0|2012-12-14T00:00:00|2013-02-14T00:00:00|GS.LA10.11.EHZ.M|2012-12-14|2013-02-14|5356800.0
